uniprot,organism,ogt,organism_class,tm,n_datasets
R4YMJ6,Oleispira antarctica,15.0,psychrophile,54.84,1
R4YMJ8,Oleispira antarctica,15.0,psychrophile,39.71,1
R4YMJ9,Oleispira antarctica,15.0,psychrophile,46.14,1
R4YMK1,Oleispira antarctica,15.0,psychrophile,49.63,1
R4YMK2,Oleispira antarctica,15.0,psychrophile,39.61,1
R4YMK3,Oleispira antarctica,15.0,psychrophile,39.89,1
R4YMK4,Oleispira antarctica,15.0,psychrophile,40.86,1
R4YMK5,Oleispira antarctica,15.0,psychrophile,49.25,1
R4YMK6,Oleispira antarctica,15.0,psychrophile,39.72,1
R4YMK9,Oleispira antarctica,15.0,psychrophile,41.49,1
R4YML6,Oleispira antarctica,15.0,psychrophile,41.0,1
R4YML7,Oleispira antarctica,15.0,psychrophile,49.5,1
R4YML8,Oleispira antarctica,15.0,psychrophile,37.83,1
R4YMM1,Oleispira antarctica,15.0,psychrophile,46.22,1
R4YMM2,Oleispira antarctica,15.0,psychrophile,47.68,1
R4YMM4,Oleispira antarctica,15.0,psychrophile,39.06,1
R4YMM5,Oleispira antarctica,15.0,psychrophile,43.84,1
R4YMM6,Oleispira antarctica,15.0,psychrophile,43.6,1
R4YMM7,Oleispira antarctica,15.0,psychrophile,42.85,1
R4YMM8,Oleispira antarctica,15.0,psychrophile,27.91,1
R4YMN5,Oleispira antarctica,15.0,psychrophile,46.81,1
R4YMN6,Oleispira antarctica,15.0,psychrophile,35.92,1
R4YMN7,Oleispira antarctica,15.0,psychrophile,35.82,1
R4YMN9,Oleispira antarctica,15.0,psychrophile,42.84,1
R4YMP0,Oleispira antarctica,15.0,psychrophile,44.79,1
R4YMP8,Oleispira antarctica,15.0,psychrophile,36.48,1
R4YMQ5,Oleispira antarctica,15.0,psychrophile,41.16,1
R4YMR1,Oleispira antarctica,15.0,psychrophile,37.37,1
R4YMR2,Oleispira antarctica,15.0,psychrophile,47.33,1
R4YMR4,Oleispira antarctica,15.0,psychrophile,39.5,1
R4YMR7,Oleispira antarctica,15.0,psychrophile,45.77,1
R4YMR8,Oleispira antarctica,15.0,psychrophile,41.95,1
R4YMR9,Oleispira antarctica,15.0,psychrophile,43.15,1
R4YMS0,Oleispira antarctica,15.0,psychrophile,44.37,1
R4YMS3,Oleispira antarctica,15.0,psychrophile,38.75,1
R4YMS5,Oleispira antarctica,15.0,psychrophile,37.92,1
R4YMS8,Oleispira antarctica,15.0,psychrophile,43.16,1
R4YMS9,Oleispira antarctica,15.0,psychrophile,42.64,1
R4YMT0,Oleispira antarctica,15.0,psychrophile,43.55,1
R4YMT4,Oleispira antarctica,15.0,psychrophile,45.77,1
R4YMT5,Oleispira antarctica,15.0,psychrophile,43.21,1
R4YMU1,Oleispira antarctica,15.0,psychrophile,45.81,1
R4YMU3,Oleispira antarctica,15.0,psychrophile,43.09,1
R4YMU5,Oleispira antarctica,15.0,psychrophile,42.26,1
R4YMU7,Oleispira antarctica,15.0,psychrophile,45.81,1
R4YMU9,Oleispira antarctica,15.0,psychrophile,38.58,1
R4YMV0,Oleispira antarctica,15.0,psychrophile,40.89,1
R4YMV1,Oleispira antarctica,15.0,psychrophile,49.51,1
R4YMV4,Oleispira antarctica,15.0,psychrophile,42.31,1
R4YMV5,Oleispira antarctica,15.0,psychrophile,39.35,1
R4YMV9,Oleispira antarctica,15.0,psychrophile,43.02,1
R4YMW0,Oleispira antarctica,15.0,psychrophile,49.66,1
R4YMW2,Oleispira antarctica,15.0,psychrophile,39.88,1
R4YMW3,Oleispira antarctica,15.0,psychrophile,40.29,1
R4YMW6,Oleispira antarctica,15.0,psychrophile,53.1,1
R4YMW7,Oleispira antarctica,15.0,psychrophile,46.31,1
R4YMX1,Oleispira antarctica,15.0,psychrophile,40.54,1
R4YMX5,Oleispira antarctica,15.0,psychrophile,43.0,1
R4YMX6,Oleispira antarctica,15.0,psychrophile,36.15,1
R4YMX9,Oleispira antarctica,15.0,psychrophile,46.5,1
R4YMY1,Oleispira antarctica,15.0,psychrophile,42.84,1
R4YMY6,Oleispira antarctica,15.0,psychrophile,48.44,1
R4YMZ2,Oleispira antarctica,15.0,psychrophile,42.42,1
R4YMZ4,Oleispira antarctica,15.0,psychrophile,37.72,1
R4YMZ5,Oleispira antarctica,15.0,psychrophile,43.52,1
R4YN02,Oleispira antarctica,15.0,psychrophile,38.2,1
R4YN04,Oleispira antarctica,15.0,psychrophile,46.55,1
R4YN06,Oleispira antarctica,15.0,psychrophile,41.69,1
R4YN09,Oleispira antarctica,15.0,psychrophile,38.54,1
R4YN14,Oleispira antarctica,15.0,psychrophile,47.47,1
R4YN15,Oleispira antarctica,15.0,psychrophile,51.37,1
R4YN17,Oleispira antarctica,15.0,psychrophile,45.82,1
R4YN18,Oleispira antarctica,15.0,psychrophile,36.76,1
R4YN19,Oleispira antarctica,15.0,psychrophile,39.71,1
R4YN21,Oleispira antarctica,15.0,psychrophile,41.32,1
R4YN23,Oleispira antarctica,15.0,psychrophile,53.82,1
R4YN25,Oleispira antarctica,15.0,psychrophile,38.36,1
R4YN28,Oleispira antarctica,15.0,psychrophile,45.91,1
R4YN30,Oleispira antarctica,15.0,psychrophile,40.19,1
R4YN32,Oleispira antarctica,15.0,psychrophile,45.46,1
R4YN34,Oleispira antarctica,15.0,psychrophile,45.76,1
R4YN35,Oleispira antarctica,15.0,psychrophile,37.85,1
R4YN38,Oleispira antarctica,15.0,psychrophile,38.15,1
R4YN39,Oleispira antarctica,15.0,psychrophile,39.74,1
R4YN47,Oleispira antarctica,15.0,psychrophile,44.5,1
R4YN54,Oleispira antarctica,15.0,psychrophile,40.82,1
R4YN55,Oleispira antarctica,15.0,psychrophile,37.51,1
R4YN58,Oleispira antarctica,15.0,psychrophile,39.18,1
R4YN64,Oleispira antarctica,15.0,psychrophile,42.18,1
R4YN68,Oleispira antarctica,15.0,psychrophile,39.4,1
R4YN73,Oleispira antarctica,15.0,psychrophile,43.1,1
R4YN75,Oleispira antarctica,15.0,psychrophile,40.73,1
R4YN77,Oleispira antarctica,15.0,psychrophile,42.75,1
R4YN83,Oleispira antarctica,15.0,psychrophile,42.24,1
R4YN88,Oleispira antarctica,15.0,psychrophile,37.86,1
R4YN92,Oleispira antarctica,15.0,psychrophile,45.09,1
R4YN93,Oleispira antarctica,15.0,psychrophile,41.2,1
R4YN94,Oleispira antarctica,15.0,psychrophile,38.71,1
R4YN97,Oleispira antarctica,15.0,psychrophile,42.56,1
R4YNA0,Oleispira antarctica,15.0,psychrophile,42.01,1
R4YNA3,Oleispira antarctica,15.0,psychrophile,41.8,1
R4YNA4,Oleispira antarctica,15.0,psychrophile,39.81,1
R4YNA7,Oleispira antarctica,15.0,psychrophile,45.91,1
R4YNA8,Oleispira antarctica,15.0,psychrophile,40.42,1
R4YNB4,Oleispira antarctica,15.0,psychrophile,42.39,1
R4YNB5,Oleispira antarctica,15.0,psychrophile,38.94,1
R4YNB6,Oleispira antarctica,15.0,psychrophile,39.25,1
R4YNC0,Oleispira antarctica,15.0,psychrophile,40.35,1
R4YNC1,Oleispira antarctica,15.0,psychrophile,37.95,1
R4YNC3,Oleispira antarctica,15.0,psychrophile,40.13,1
R4YNC6,Oleispira antarctica,15.0,psychrophile,44.02,1
R4YNC8,Oleispira antarctica,15.0,psychrophile,43.59,1
R4YND1,Oleispira antarctica,15.0,psychrophile,40.66,1
R4YND4,Oleispira antarctica,15.0,psychrophile,44.38,1
R4YND5,Oleispira antarctica,15.0,psychrophile,43.44,1
R4YNE0,Oleispira antarctica,15.0,psychrophile,42.15,1
R4YNE6,Oleispira antarctica,15.0,psychrophile,51.69,1
R4YNF1,Oleispira antarctica,15.0,psychrophile,49.13,1
R4YNF6,Oleispira antarctica,15.0,psychrophile,38.77,1
R4YNF8,Oleispira antarctica,15.0,psychrophile,52.55,1
R4YNF9,Oleispira antarctica,15.0,psychrophile,48.61,1
R4YNG0,Oleispira antarctica,15.0,psychrophile,39.16,1
R4YNG1,Oleispira antarctica,15.0,psychrophile,42.83,1
R4YNG5,Oleispira antarctica,15.0,psychrophile,41.65,1
R4YNG8,Oleispira antarctica,15.0,psychrophile,39.94,1
R4YNG9,Oleispira antarctica,15.0,psychrophile,40.59,1
R4YNH7,Oleispira antarctica,15.0,psychrophile,47.19,1
R4YNJ0,Oleispira antarctica,15.0,psychrophile,43.37,1
R4YNJ2,Oleispira antarctica,15.0,psychrophile,46.25,1
R4YNJ5,Oleispira antarctica,15.0,psychrophile,34.97,1
R4YNJ6,Oleispira antarctica,15.0,psychrophile,47.78,1
R4YNJ9,Oleispira antarctica,15.0,psychrophile,46.61,1
R4YNK2,Oleispira antarctica,15.0,psychrophile,40.67,1
R4YNK5,Oleispira antarctica,15.0,psychrophile,44.69,1
R4YNK6,Oleispira antarctica,15.0,psychrophile,37.91,1
R4YNM0,Oleispira antarctica,15.0,psychrophile,47.9,1
R4YNM6,Oleispira antarctica,15.0,psychrophile,49.46,1
R4YNM7,Oleispira antarctica,15.0,psychrophile,44.98,1
R4YNN2,Oleispira antarctica,15.0,psychrophile,42.43,1
R4YNN6,Oleispira antarctica,15.0,psychrophile,38.82,1
R4YNN9,Oleispira antarctica,15.0,psychrophile,40.32,1
R4YNP0,Oleispira antarctica,15.0,psychrophile,44.01,1
R4YNP3,Oleispira antarctica,15.0,psychrophile,50.49,1
R4YNP5,Oleispira antarctica,15.0,psychrophile,46.92,1
R4YNP6,Oleispira antarctica,15.0,psychrophile,41.58,1
R4YNP8,Oleispira antarctica,15.0,psychrophile,40.49,1
R4YNQ0,Oleispira antarctica,15.0,psychrophile,41.42,1
R4YNQ3,Oleispira antarctica,15.0,psychrophile,39.91,1
R4YNQ5,Oleispira antarctica,15.0,psychrophile,37.15,1
R4YNR2,Oleispira antarctica,15.0,psychrophile,40.36,1
R4YNR3,Oleispira antarctica,15.0,psychrophile,40.86,1
R4YNR7,Oleispira antarctica,15.0,psychrophile,40.58,1
R4YNS2,Oleispira antarctica,15.0,psychrophile,37.65,1
R4YNU2,Oleispira antarctica,15.0,psychrophile,39.12,1
R4YNU6,Oleispira antarctica,15.0,psychrophile,39.64,1
R4YNV1,Oleispira antarctica,15.0,psychrophile,41.4,1
R4YNV3,Oleispira antarctica,15.0,psychrophile,38.61,1
R4YNV4,Oleispira antarctica,15.0,psychrophile,35.48,1
R4YNV8,Oleispira antarctica,15.0,psychrophile,44.13,1
R4YNV9,Oleispira antarctica,15.0,psychrophile,40.16,1
R4YNW1,Oleispira antarctica,15.0,psychrophile,47.82,1
R4YNW4,Oleispira antarctica,15.0,psychrophile,40.71,1
R4YNX0,Oleispira antarctica,15.0,psychrophile,39.9,1
R4YNX3,Oleispira antarctica,15.0,psychrophile,49.37,1
R4YNX8,Oleispira antarctica,15.0,psychrophile,41.61,1
R4YNX9,Oleispira antarctica,15.0,psychrophile,45.45,1
R4YNY2,Oleispira antarctica,15.0,psychrophile,40.41,1
R4YNY3,Oleispira antarctica,15.0,psychrophile,43.24,1
R4YNY4,Oleispira antarctica,15.0,psychrophile,41.96,1
R4YNY5,Oleispira antarctica,15.0,psychrophile,43.56,1
R4YNZ3,Oleispira antarctica,15.0,psychrophile,45.25,1
R4YP00,Oleispira antarctica,15.0,psychrophile,42.08,1
R4YP07,Oleispira antarctica,15.0,psychrophile,51.99,1
R4YP15,Oleispira antarctica,15.0,psychrophile,43.92,1
R4YP24,Oleispira antarctica,15.0,psychrophile,40.33,1
R4YP26,Oleispira antarctica,15.0,psychrophile,49.79,1
R4YP39,Oleispira antarctica,15.0,psychrophile,42.14,1
R4YP41,Oleispira antarctica,15.0,psychrophile,42.71,1
R4YP46,Oleispira antarctica,15.0,psychrophile,49.04,1
R4YP47,Oleispira antarctica,15.0,psychrophile,41.11,1
R4YP48,Oleispira antarctica,15.0,psychrophile,38.33,1
R4YP50,Oleispira antarctica,15.0,psychrophile,38.16,1
R4YP51,Oleispira antarctica,15.0,psychrophile,39.67,1
R4YP53,Oleispira antarctica,15.0,psychrophile,40.43,1
R4YP54,Oleispira antarctica,15.0,psychrophile,48.51,1
R4YP58,Oleispira antarctica,15.0,psychrophile,42.19,1
R4YP59,Oleispira antarctica,15.0,psychrophile,38.79,1
R4YP61,Oleispira antarctica,15.0,psychrophile,46.54,1
R4YP62,Oleispira antarctica,15.0,psychrophile,44.26,1
R4YP68,Oleispira antarctica,15.0,psychrophile,45.56,1
R4YP72,Oleispira antarctica,15.0,psychrophile,48.54,1
R4YP74,Oleispira antarctica,15.0,psychrophile,43.77,1
R4YP81,Oleispira antarctica,15.0,psychrophile,39.14,1
R4YP83,Oleispira antarctica,15.0,psychrophile,44.12,1
R4YP86,Oleispira antarctica,15.0,psychrophile,50.69,1
R4YP88,Oleispira antarctica,15.0,psychrophile,38.39,1
R4YP92,Oleispira antarctica,15.0,psychrophile,42.53,1
R4YP93,Oleispira antarctica,15.0,psychrophile,40.73,1
R4YP97,Oleispira antarctica,15.0,psychrophile,38.58,1
R4YP98,Oleispira antarctica,15.0,psychrophile,42.01,1
R4YP99,Oleispira antarctica,15.0,psychrophile,39.39,1
R4YPA0,Oleispira antarctica,15.0,psychrophile,47.55,1
R4YPA1,Oleispira antarctica,15.0,psychrophile,45.41,1
R4YPA7,Oleispira antarctica,15.0,psychrophile,42.38,1
R4YPA8,Oleispira antarctica,15.0,psychrophile,41.8,1
R4YPB6,Oleispira antarctica,15.0,psychrophile,41.34,1
R4YPB7,Oleispira antarctica,15.0,psychrophile,49.37,1
R4YPC9,Oleispira antarctica,15.0,psychrophile,39.02,1
R4YPD2,Oleispira antarctica,15.0,psychrophile,48.11,1
R4YPD5,Oleispira antarctica,15.0,psychrophile,49.49,1
R4YPD6,Oleispira antarctica,15.0,psychrophile,45.29,1
R4YPE2,Oleispira antarctica,15.0,psychrophile,41.17,1
R4YPE9,Oleispira antarctica,15.0,psychrophile,49.59,1
R4YPF2,Oleispira antarctica,15.0,psychrophile,49.57,1
R4YPF5,Oleispira antarctica,15.0,psychrophile,41.28,1
R4YPF6,Oleispira antarctica,15.0,psychrophile,49.16,1
R4YPF7,Oleispira antarctica,15.0,psychrophile,48.4,1
R4YPF9,Oleispira antarctica,15.0,psychrophile,39.95,1
R4YPG4,Oleispira antarctica,15.0,psychrophile,43.65,1
R4YPG6,Oleispira antarctica,15.0,psychrophile,49.12,1
R4YPG9,Oleispira antarctica,15.0,psychrophile,40.39,1
R4YPH2,Oleispira antarctica,15.0,psychrophile,41.08,1
R4YPH9,Oleispira antarctica,15.0,psychrophile,50.65,1
R4YPI1,Oleispira antarctica,15.0,psychrophile,36.69,1
R4YPI2,Oleispira antarctica,15.0,psychrophile,38.58,1
R4YPI4,Oleispira antarctica,15.0,psychrophile,40.26,1
R4YPI6,Oleispira antarctica,15.0,psychrophile,38.19,1
R4YPI8,Oleispira antarctica,15.0,psychrophile,39.95,1
R4YPJ0,Oleispira antarctica,15.0,psychrophile,46.75,1
R4YPJ3,Oleispira antarctica,15.0,psychrophile,49.66,1
R4YPJ4,Oleispira antarctica,15.0,psychrophile,46.37,1
R4YPJ6,Oleispira antarctica,15.0,psychrophile,39.6,1
R4YPK0,Oleispira antarctica,15.0,psychrophile,42.74,1
R4YPL0,Oleispira antarctica,15.0,psychrophile,46.69,1
R4YPL1,Oleispira antarctica,15.0,psychrophile,49.2,1
R4YPL3,Oleispira antarctica,15.0,psychrophile,38.88,1
R4YPL5,Oleispira antarctica,15.0,psychrophile,39.99,1
R4YPL9,Oleispira antarctica,15.0,psychrophile,44.59,1
R4YPM2,Oleispira antarctica,15.0,psychrophile,36.68,1
R4YPM4,Oleispira antarctica,15.0,psychrophile,48.17,1
R4YPM8,Oleispira antarctica,15.0,psychrophile,38.35,1
R4YPN0,Oleispira antarctica,15.0,psychrophile,46.56,1
R4YPN2,Oleispira antarctica,15.0,psychrophile,45.69,1
R4YPN6,Oleispira antarctica,15.0,psychrophile,39.85,1
R4YPN7,Oleispira antarctica,15.0,psychrophile,48.25,1
R4YPP0,Oleispira antarctica,15.0,psychrophile,46.33,1
R4YPP2,Oleispira antarctica,15.0,psychrophile,45.79,1
R4YPP3,Oleispira antarctica,15.0,psychrophile,48.87,1
R4YPP4,Oleispira antarctica,15.0,psychrophile,41.32,1
R4YPP5,Oleispira antarctica,15.0,psychrophile,42.09,1
R4YPP6,Oleispira antarctica,15.0,psychrophile,43.58,1
R4YPQ7,Oleispira antarctica,15.0,psychrophile,46.89,1
R4YPR9,Oleispira antarctica,15.0,psychrophile,42.8,1
R4YPS3,Oleispira antarctica,15.0,psychrophile,39.69,1
R4YPS4,Oleispira antarctica,15.0,psychrophile,48.98,1
R4YPS7,Oleispira antarctica,15.0,psychrophile,42.63,1
R4YPT0,Oleispira antarctica,15.0,psychrophile,39.33,1
R4YPT1,Oleispira antarctica,15.0,psychrophile,39.56,1
R4YPT2,Oleispira antarctica,15.0,psychrophile,39.98,1
R4YPT4,Oleispira antarctica,15.0,psychrophile,54.3,1
R4YPT5,Oleispira antarctica,15.0,psychrophile,50.0,1
R4YPT7,Oleispira antarctica,15.0,psychrophile,44.68,1
R4YPU2,Oleispira antarctica,15.0,psychrophile,42.89,1
R4YPU6,Oleispira antarctica,15.0,psychrophile,41.54,1
R4YPU7,Oleispira antarctica,15.0,psychrophile,45.24,1
R4YPU8,Oleispira antarctica,15.0,psychrophile,42.28,1
R4YPV0,Oleispira antarctica,15.0,psychrophile,38.18,1
R4YPV2,Oleispira antarctica,15.0,psychrophile,47.18,1
R4YPV3,Oleispira antarctica,15.0,psychrophile,36.72,1
R4YPV5,Oleispira antarctica,15.0,psychrophile,41.09,1
R4YPV8,Oleispira antarctica,15.0,psychrophile,45.25,1
R4YPV9,Oleispira antarctica,15.0,psychrophile,47.48,1
R4YPW1,Oleispira antarctica,15.0,psychrophile,48.81,1
R4YPW3,Oleispira antarctica,15.0,psychrophile,38.37,1
R4YPW6,Oleispira antarctica,15.0,psychrophile,52.31,1
R4YPX2,Oleispira antarctica,15.0,psychrophile,37.75,1
R4YPX5,Oleispira antarctica,15.0,psychrophile,39.83,1
R4YPX7,Oleispira antarctica,15.0,psychrophile,41.46,1
R4YPX9,Oleispira antarctica,15.0,psychrophile,50.82,1
R4YPY4,Oleispira antarctica,15.0,psychrophile,44.93,1
R4YPY7,Oleispira antarctica,15.0,psychrophile,46.71,1
R4YPY9,Oleispira antarctica,15.0,psychrophile,47.01,1
R4YPZ0,Oleispira antarctica,15.0,psychrophile,41.12,1
R4YQ02,Oleispira antarctica,15.0,psychrophile,36.38,1
R4YQ03,Oleispira antarctica,15.0,psychrophile,37.42,1
R4YQ04,Oleispira antarctica,15.0,psychrophile,39.0,1
R4YQ10,Oleispira antarctica,15.0,psychrophile,41.06,1
R4YQ16,Oleispira antarctica,15.0,psychrophile,42.06,1
R4YQ17,Oleispira antarctica,15.0,psychrophile,40.18,1
R4YQ18,Oleispira antarctica,15.0,psychrophile,51.21,1
R4YQ20,Oleispira antarctica,15.0,psychrophile,49.91,1
R4YQ21,Oleispira antarctica,15.0,psychrophile,41.42,1
R4YQ22,Oleispira antarctica,15.0,psychrophile,44.9,1
R4YQ23,Oleispira antarctica,15.0,psychrophile,45.97,1
R4YQ25,Oleispira antarctica,15.0,psychrophile,46.39,1
R4YQ27,Oleispira antarctica,15.0,psychrophile,44.98,1
R4YQ28,Oleispira antarctica,15.0,psychrophile,41.72,1
R4YQ33,Oleispira antarctica,15.0,psychrophile,51.1,1
R4YQ36,Oleispira antarctica,15.0,psychrophile,44.75,1
R4YQ38,Oleispira antarctica,15.0,psychrophile,39.41,1
R4YQ43,Oleispira antarctica,15.0,psychrophile,41.77,1
R4YQ46,Oleispira antarctica,15.0,psychrophile,50.2,1
R4YQ49,Oleispira antarctica,15.0,psychrophile,36.33,1
R4YQ51,Oleispira antarctica,15.0,psychrophile,37.22,1
R4YQ54,Oleispira antarctica,15.0,psychrophile,41.84,1
R4YQ62,Oleispira antarctica,15.0,psychrophile,41.72,1
R4YQ64,Oleispira antarctica,15.0,psychrophile,48.9,1
R4YQ67,Oleispira antarctica,15.0,psychrophile,39.03,1
R4YQ71,Oleispira antarctica,15.0,psychrophile,41.67,1
R4YQ77,Oleispira antarctica,15.0,psychrophile,47.63,1
R4YQ78,Oleispira antarctica,15.0,psychrophile,38.42,1
R4YQ88,Oleispira antarctica,15.0,psychrophile,38.98,1
R4YQ94,Oleispira antarctica,15.0,psychrophile,37.13,1
R4YQ95,Oleispira antarctica,15.0,psychrophile,49.68,1
R4YQ96,Oleispira antarctica,15.0,psychrophile,50.83,1
R4YQ98,Oleispira antarctica,15.0,psychrophile,46.88,1
R4YQA3,Oleispira antarctica,15.0,psychrophile,43.52,1
R4YQA7,Oleispira antarctica,15.0,psychrophile,43.06,1
R4YQB0,Oleispira antarctica,15.0,psychrophile,51.92,1
R4YQB1,Oleispira antarctica,15.0,psychrophile,37.38,1
R4YQB5,Oleispira antarctica,15.0,psychrophile,39.71,1
R4YQB6,Oleispira antarctica,15.0,psychrophile,37.14,1
R4YQB7,Oleispira antarctica,15.0,psychrophile,37.69,1
R4YQB9,Oleispira antarctica,15.0,psychrophile,39.26,1
R4YQC0,Oleispira antarctica,15.0,psychrophile,40.16,1
R4YQC2,Oleispira antarctica,15.0,psychrophile,37.32,1
R4YQC5,Oleispira antarctica,15.0,psychrophile,38.7,1
R4YQC6,Oleispira antarctica,15.0,psychrophile,46.56,1
R4YQD0,Oleispira antarctica,15.0,psychrophile,50.18,1
R4YQD2,Oleispira antarctica,15.0,psychrophile,39.09,1
R4YQD3,Oleispira antarctica,15.0,psychrophile,39.42,1
R4YQD6,Oleispira antarctica,15.0,psychrophile,43.21,1
R4YQD7,Oleispira antarctica,15.0,psychrophile,46.74,1
R4YQD8,Oleispira antarctica,15.0,psychrophile,37.69,1
R4YQF1,Oleispira antarctica,15.0,psychrophile,46.79,1
R4YQF4,Oleispira antarctica,15.0,psychrophile,41.8,1
R4YQF5,Oleispira antarctica,15.0,psychrophile,38.6,1
R4YQF8,Oleispira antarctica,15.0,psychrophile,40.49,1
R4YQG1,Oleispira antarctica,15.0,psychrophile,52.58,1
R4YQG3,Oleispira antarctica,15.0,psychrophile,43.07,1
R4YQG4,Oleispira antarctica,15.0,psychrophile,38.98,1
R4YQG6,Oleispira antarctica,15.0,psychrophile,40.08,1
R4YQG7,Oleispira antarctica,15.0,psychrophile,40.67,1
R4YQG8,Oleispira antarctica,15.0,psychrophile,39.46,1
R4YQI1,Oleispira antarctica,15.0,psychrophile,42.5,1
R4YQI2,Oleispira antarctica,15.0,psychrophile,45.33,1
R4YQI4,Oleispira antarctica,15.0,psychrophile,38.14,1
R4YQI6,Oleispira antarctica,15.0,psychrophile,43.08,1
R4YQI7,Oleispira antarctica,15.0,psychrophile,46.54,1
R4YQJ0,Oleispira antarctica,15.0,psychrophile,45.99,1
R4YQJ2,Oleispira antarctica,15.0,psychrophile,45.73,1
R4YQJ6,Oleispira antarctica,15.0,psychrophile,42.18,1
R4YQK2,Oleispira antarctica,15.0,psychrophile,39.9,1
R4YQK5,Oleispira antarctica,15.0,psychrophile,45.06,1
R4YQK6,Oleispira antarctica,15.0,psychrophile,40.15,1
R4YQK7,Oleispira antarctica,15.0,psychrophile,39.0,1
R4YQK8,Oleispira antarctica,15.0,psychrophile,39.12,1
R4YQK9,Oleispira antarctica,15.0,psychrophile,43.25,1
R4YQL0,Oleispira antarctica,15.0,psychrophile,40.07,1
R4YQL3,Oleispira antarctica,15.0,psychrophile,37.92,1
R4YQL4,Oleispira antarctica,15.0,psychrophile,43.65,1
R4YQL5,Oleispira antarctica,15.0,psychrophile,48.98,1
R4YQL6,Oleispira antarctica,15.0,psychrophile,38.55,1
R4YQL9,Oleispira antarctica,15.0,psychrophile,43.58,1
R4YQM0,Oleispira antarctica,15.0,psychrophile,46.63,1
R4YQM2,Oleispira antarctica,15.0,psychrophile,38.03,1
R4YQM3,Oleispira antarctica,15.0,psychrophile,43.09,1
R4YQM5,Oleispira antarctica,15.0,psychrophile,49.49,1
R4YQM6,Oleispira antarctica,15.0,psychrophile,43.41,1
R4YQM7,Oleispira antarctica,15.0,psychrophile,41.94,1
R4YQN0,Oleispira antarctica,15.0,psychrophile,40.38,1
R4YQN4,Oleispira antarctica,15.0,psychrophile,39.19,1
R4YQN5,Oleispira antarctica,15.0,psychrophile,38.91,1
R4YQN6,Oleispira antarctica,15.0,psychrophile,38.25,1
R4YQN8,Oleispira antarctica,15.0,psychrophile,37.43,1
R4YQP9,Oleispira antarctica,15.0,psychrophile,47.53,1
R4YQQ0,Oleispira antarctica,15.0,psychrophile,40.99,1
R4YQQ5,Oleispira antarctica,15.0,psychrophile,38.78,1
R4YQR0,Oleispira antarctica,15.0,psychrophile,43.42,1
R4YQR5,Oleispira antarctica,15.0,psychrophile,40.72,1
R4YQR6,Oleispira antarctica,15.0,psychrophile,41.48,1
R4YQR8,Oleispira antarctica,15.0,psychrophile,46.79,1
R4YQT0,Oleispira antarctica,15.0,psychrophile,41.84,1
R4YQT1,Oleispira antarctica,15.0,psychrophile,52.13,1
R4YQT3,Oleispira antarctica,15.0,psychrophile,45.11,1
R4YQT4,Oleispira antarctica,15.0,psychrophile,39.85,1
R4YQU2,Oleispira antarctica,15.0,psychrophile,50.26,1
R4YQU3,Oleispira antarctica,15.0,psychrophile,41.38,1
R4YQU6,Oleispira antarctica,15.0,psychrophile,42.18,1
R4YQU8,Oleispira antarctica,15.0,psychrophile,39.78,1
R4YQV0,Oleispira antarctica,15.0,psychrophile,30.71,1
R4YQV1,Oleispira antarctica,15.0,psychrophile,45.81,1
R4YQV3,Oleispira antarctica,15.0,psychrophile,42.17,1
R4YQV5,Oleispira antarctica,15.0,psychrophile,40.76,1
R4YQV7,Oleispira antarctica,15.0,psychrophile,36.9,1
R4YQW3,Oleispira antarctica,15.0,psychrophile,39.32,1
R4YQW6,Oleispira antarctica,15.0,psychrophile,38.03,1
R4YQW8,Oleispira antarctica,15.0,psychrophile,41.44,1
R4YQX2,Oleispira antarctica,15.0,psychrophile,43.99,1
R4YQX5,Oleispira antarctica,15.0,psychrophile,48.75,1
R4YQY3,Oleispira antarctica,15.0,psychrophile,39.24,1
R4YQY7,Oleispira antarctica,15.0,psychrophile,39.73,1
R4YQY8,Oleispira antarctica,15.0,psychrophile,41.63,1
