uniprot,organism,ogt,organism_class,tm,n_datasets
Q9NZL9,Homo sapiens,37.0,mesophile,55.53,55
Q9NZM1,Homo sapiens,37.0,mesophile,57.185,55
Q9NZM3,Homo sapiens,37.0,mesophile,50.39,55
Q9NZM4,Homo sapiens,37.0,mesophile,48.54,55
Q9NZN3,Homo sapiens,37.0,mesophile,51.36,55
Q9NZN4,Homo sapiens,37.0,mesophile,47.945,55
Q9NZN5,Homo sapiens,37.0,mesophile,51.53,55
Q9NZN8,Homo sapiens,37.0,mesophile,53.07,55
Q9NZQ3,Homo sapiens,37.0,mesophile,48.65,55
Q9NZT2,Homo sapiens,37.0,mesophile,46.735,55
Q9NZU5,Homo sapiens,37.0,mesophile,52.58,55
Q9NZW5,Homo sapiens,37.0,mesophile,49.845,55
Q9P000,Homo sapiens,37.0,mesophile,56.5,55
Q9P016,Homo sapiens,37.0,mesophile,49.77,55
Q9P0K7,Homo sapiens,37.0,mesophile,53.19,55
Q9P0M6,Homo sapiens,37.0,mesophile,55.33,55
Q9P0N9,Homo sapiens,37.0,mesophile,48.77,55
Q9P0P8,Homo sapiens,37.0,mesophile,57.42,55
Q9P0S2,Homo sapiens,37.0,mesophile,57.91,55
Q9P0U4,Homo sapiens,37.0,mesophile,46.895,55
Q9P0V3,Homo sapiens,37.0,mesophile,49.55,55
Q9P1F3,Homo sapiens,37.0,mesophile,57.02,55
Q9P1Y5,Homo sapiens,37.0,mesophile,52.235,55
Q9P1Z2,Homo sapiens,37.0,mesophile,53.375,55
Q9P203,Homo sapiens,37.0,mesophile,55.18,55
Q9P253,Homo sapiens,37.0,mesophile,49.52,55
Q9P258,Homo sapiens,37.0,mesophile,51.43,55
Q9P260,Homo sapiens,37.0,mesophile,51.555,55
Q9P265,Homo sapiens,37.0,mesophile,55.415,55
Q9P287,Homo sapiens,37.0,mesophile,52.565,55
Q9P289,Homo sapiens,37.0,mesophile,48.025,55
Q9P299,Homo sapiens,37.0,mesophile,57.28,55
Q9P2B2,Homo sapiens,37.0,mesophile,52.92,55
Q9P2B4,Homo sapiens,37.0,mesophile,50.38,55
Q9P2D3,Homo sapiens,37.0,mesophile,50.315,55
Q9P2D6,Homo sapiens,37.0,mesophile,51.635,55
Q9P2E3,Homo sapiens,37.0,mesophile,50.67,55
Q9P2G1,Homo sapiens,37.0,mesophile,49.58,55
Q9P2H5,Homo sapiens,37.0,mesophile,52.37,55
Q9P2I0,Homo sapiens,37.0,mesophile,49.0,55
Q9P2J5,Homo sapiens,37.0,mesophile,48.4,55
Q9P2K3,Homo sapiens,37.0,mesophile,50.675,55
Q9P2K5,Homo sapiens,37.0,mesophile,48.0,55
Q9P2K6,Homo sapiens,37.0,mesophile,53.185,55
Q9P2K8,Homo sapiens,37.0,mesophile,49.86,55
Q9P2M4,Homo sapiens,37.0,mesophile,49.46,55
Q9P2N5,Homo sapiens,37.0,mesophile,49.34,55
Q9P2N6,Homo sapiens,37.0,mesophile,55.46,55
Q9P2R3,Homo sapiens,37.0,mesophile,47.15,55
Q9P2R6,Homo sapiens,37.0,mesophile,49.365,55
Q9P2W1,Homo sapiens,37.0,mesophile,47.615,55
Q9P2X3,Homo sapiens,37.0,mesophile,50.295,55
Q9P2Y5,Homo sapiens,37.0,mesophile,52.05,55
Q9UBB4,Homo sapiens,37.0,mesophile,51.99,55
Q9UBB6,Homo sapiens,37.0,mesophile,49.85,55
Q9UBC2,Homo sapiens,37.0,mesophile,52.01,55
Q9UBD5,Homo sapiens,37.0,mesophile,47.91,55
Q9UBE0,Homo sapiens,37.0,mesophile,53.1,55
Q9UBF2,Homo sapiens,37.0,mesophile,53.395,55
Q9UBF8,Homo sapiens,37.0,mesophile,52.75,55
Q9UBG0,Homo sapiens,37.0,mesophile,52.98,55
Q9UBI1,Homo sapiens,37.0,mesophile,51.54,55
Q9UBI6,Homo sapiens,37.0,mesophile,56.595,55
Q9UBK8,Homo sapiens,37.0,mesophile,49.93,55
Q9UBK9,Homo sapiens,37.0,mesophile,54.16,55
Q9UBL3,Homo sapiens,37.0,mesophile,50.355,55
Q9UBP0,Homo sapiens,37.0,mesophile,48.975,55
Q9UBP6,Homo sapiens,37.0,mesophile,53.815,55
Q9UBP9,Homo sapiens,37.0,mesophile,47.305,55
Q9UBQ0,Homo sapiens,37.0,mesophile,57.34,55
Q9UBQ7,Homo sapiens,37.0,mesophile,52.66,55
Q9UBS0,Homo sapiens,37.0,mesophile,46.085,55
Q9UBS4,Homo sapiens,37.0,mesophile,55.385,55
Q9UBS8,Homo sapiens,37.0,mesophile,50.995,55
Q9UBT2,Homo sapiens,37.0,mesophile,52.135,55
Q9UBT7,Homo sapiens,37.0,mesophile,48.59,55
Q9UBU9,Homo sapiens,37.0,mesophile,48.82,55
Q9UBV8,Homo sapiens,37.0,mesophile,54.25,55
Q9UBW8,Homo sapiens,37.0,mesophile,55.795,55
Q9UBZ4,Homo sapiens,37.0,mesophile,46.66,55
Q9UDT6,Homo sapiens,37.0,mesophile,58.16,55
Q9UDX3,Homo sapiens,37.0,mesophile,53.265,55
Q9UDY2,Homo sapiens,37.0,mesophile,50.46,55
Q9UDY4,Homo sapiens,37.0,mesophile,50.165,55
Q9UDY8,Homo sapiens,37.0,mesophile,49.24,55
Q9UEG4,Homo sapiens,37.0,mesophile,56.8,55
Q9UER7,Homo sapiens,37.0,mesophile,48.465,55
Q9UET6,Homo sapiens,37.0,mesophile,50.57,55
Q9UEW8,Homo sapiens,37.0,mesophile,46.93,55
Q9UEY8,Homo sapiens,37.0,mesophile,59.62,55
Q9UF56,Homo sapiens,37.0,mesophile,49.01,55
Q9UFC0,Homo sapiens,37.0,mesophile,46.76,55
Q9UFG5,Homo sapiens,37.0,mesophile,56.3,55
Q9UFN0,Homo sapiens,37.0,mesophile,56.44,55
Q9UFW8,Homo sapiens,37.0,mesophile,53.07,55
Q9UG63,Homo sapiens,37.0,mesophile,51.75,55
Q9UGC7,Homo sapiens,37.0,mesophile,53.39,55
Q9UGI8,Homo sapiens,37.0,mesophile,52.88,55
Q9UGJ0,Homo sapiens,37.0,mesophile,52.69,55
Q9UGK8,Homo sapiens,37.0,mesophile,51.53,55
Q9UGT4,Homo sapiens,37.0,mesophile,62.365,55
Q9UGV2,Homo sapiens,37.0,mesophile,52.675,55
Q9UH62,Homo sapiens,37.0,mesophile,47.77,55
Q9UH65,Homo sapiens,37.0,mesophile,53.075,55
Q9UH92,Homo sapiens,37.0,mesophile,54.17,55
Q9UHA4,Homo sapiens,37.0,mesophile,60.98,55
Q9UHB9,Homo sapiens,37.0,mesophile,48.93,55
Q9UHD1,Homo sapiens,37.0,mesophile,52.925,55
Q9UHD2,Homo sapiens,37.0,mesophile,47.68,55
Q9UHD8,Homo sapiens,37.0,mesophile,54.605,55
Q9UHG0,Homo sapiens,37.0,mesophile,56.29,55
Q9UHI6,Homo sapiens,37.0,mesophile,47.32,55
Q9UHJ3,Homo sapiens,37.0,mesophile,49.52,55
Q9UHJ6,Homo sapiens,37.0,mesophile,50.7,55
Q9UHL4,Homo sapiens,37.0,mesophile,61.09,55
Q9UHN1,Homo sapiens,37.0,mesophile,56.75,55
Q9UHP3,Homo sapiens,37.0,mesophile,52.57,55
Q9UHQ1,Homo sapiens,37.0,mesophile,50.28,55
Q9UHR4,Homo sapiens,37.0,mesophile,57.1,55
Q9UHR6,Homo sapiens,37.0,mesophile,45.395,55
Q9UHW5,Homo sapiens,37.0,mesophile,61.95,55
Q9UHX1,Homo sapiens,37.0,mesophile,52.32,55
Q9UHY1,Homo sapiens,37.0,mesophile,51.785,55
Q9UHY7,Homo sapiens,37.0,mesophile,50.515,55
Q9UI08,Homo sapiens,37.0,mesophile,55.51,55
Q9UI10,Homo sapiens,37.0,mesophile,51.025,55
Q9UI12,Homo sapiens,37.0,mesophile,52.76,55
Q9UI26,Homo sapiens,37.0,mesophile,52.3,55
Q9UI30,Homo sapiens,37.0,mesophile,54.91,55
Q9UIA9,Homo sapiens,37.0,mesophile,54.47,55
Q9UIC8,Homo sapiens,37.0,mesophile,51.745,55
Q9UID3,Homo sapiens,37.0,mesophile,48.89,55
Q9UID6,Homo sapiens,37.0,mesophile,63.91,55
Q9UIG0,Homo sapiens,37.0,mesophile,47.44,55
Q9UIJ7,Homo sapiens,37.0,mesophile,55.7,55
Q9UIM3,Homo sapiens,37.0,mesophile,53.145,55
Q9UIV1,Homo sapiens,37.0,mesophile,51.28,55
Q9UJ41,Homo sapiens,37.0,mesophile,55.03,55
Q9UJ68,Homo sapiens,37.0,mesophile,48.74,55
Q9UJ70,Homo sapiens,37.0,mesophile,57.055,55
Q9UJA5,Homo sapiens,37.0,mesophile,57.095,55
Q9UJJ2,Homo sapiens,37.0,mesophile,52.07,55
Q9UJK0,Homo sapiens,37.0,mesophile,58.81,55
Q9UJV9,Homo sapiens,37.0,mesophile,48.165,55
Q9UJW0,Homo sapiens,37.0,mesophile,58.14,55
Q9UJX0,Homo sapiens,37.0,mesophile,46.555,55
Q9UJX2,Homo sapiens,37.0,mesophile,51.815,55
Q9UJX3,Homo sapiens,37.0,mesophile,50.35,55
Q9UJX5,Homo sapiens,37.0,mesophile,52.99,55
Q9UJX6,Homo sapiens,37.0,mesophile,51.83,55
Q9UJY1,Homo sapiens,37.0,mesophile,54.91,55
Q9UJY4,Homo sapiens,37.0,mesophile,49.42,55
Q9UJY5,Homo sapiens,37.0,mesophile,52.15,55
Q9UK22,Homo sapiens,37.0,mesophile,51.87,55
Q9UK41,Homo sapiens,37.0,mesophile,50.515,55
Q9UK59,Homo sapiens,37.0,mesophile,54.245,55
Q9UK61,Homo sapiens,37.0,mesophile,56.03,55
Q9UK73,Homo sapiens,37.0,mesophile,50.955,55
Q9UK99,Homo sapiens,37.0,mesophile,54.275,55
Q9UKA4,Homo sapiens,37.0,mesophile,54.09,55
Q9UKA8,Homo sapiens,37.0,mesophile,58.485,55
Q9UKA9,Homo sapiens,37.0,mesophile,51.49,55
Q9UKB1,Homo sapiens,37.0,mesophile,52.725,55
Q9UKD2,Homo sapiens,37.0,mesophile,47.745,55
Q9UKF6,Homo sapiens,37.0,mesophile,52.04,55
Q9UKG1,Homo sapiens,37.0,mesophile,52.665,55
Q9UKG9,Homo sapiens,37.0,mesophile,50.07,55
Q9UKI8,Homo sapiens,37.0,mesophile,51.17,55
Q9UKK3,Homo sapiens,37.0,mesophile,52.65,55
Q9UKK6,Homo sapiens,37.0,mesophile,47.57,55
Q9UKL6,Homo sapiens,37.0,mesophile,55.63,55
Q9UKN8,Homo sapiens,37.0,mesophile,51.155,55
Q9UKS6,Homo sapiens,37.0,mesophile,49.01,55
Q9UKT4,Homo sapiens,37.0,mesophile,52.72,55
Q9UKT5,Homo sapiens,37.0,mesophile,51.045,55
Q9UKU7,Homo sapiens,37.0,mesophile,55.67,55
Q9UKV8,Homo sapiens,37.0,mesophile,60.895,55
Q9UKX7,Homo sapiens,37.0,mesophile,56.76,55
Q9UKZ1,Homo sapiens,37.0,mesophile,49.37,55
Q9UL15,Homo sapiens,37.0,mesophile,49.41,55
Q9UL25,Homo sapiens,37.0,mesophile,59.79,55
Q9UL26,Homo sapiens,37.0,mesophile,55.01,55
Q9UL33,Homo sapiens,37.0,mesophile,53.885,55
Q9UL42,Homo sapiens,37.0,mesophile,48.965,55
Q9UL46,Homo sapiens,37.0,mesophile,57.685,55
Q9UL63,Homo sapiens,37.0,mesophile,54.04,55
Q9ULA0,Homo sapiens,37.0,mesophile,58.54,55
Q9ULC3,Homo sapiens,37.0,mesophile,52.675,55
Q9ULC4,Homo sapiens,37.0,mesophile,54.215,55
Q9ULD2,Homo sapiens,37.0,mesophile,54.95,55
Q9ULD5,Homo sapiens,37.0,mesophile,58.33,55
Q9ULE6,Homo sapiens,37.0,mesophile,53.89,55
Q9ULF5,Homo sapiens,37.0,mesophile,53.86,55
Q9ULH1,Homo sapiens,37.0,mesophile,50.46,55
Q9ULJ3,Homo sapiens,37.0,mesophile,52.71,55
Q9ULJ6,Homo sapiens,37.0,mesophile,54.605,55
Q9ULJ7,Homo sapiens,37.0,mesophile,50.25,55
Q9ULK4,Homo sapiens,37.0,mesophile,49.825,55
Q9ULL5,Homo sapiens,37.0,mesophile,51.08,55
Q9ULM6,Homo sapiens,37.0,mesophile,47.88,55
Q9ULP9,Homo sapiens,37.0,mesophile,49.795,55
Q9ULR3,Homo sapiens,37.0,mesophile,55.84,55
Q9ULT8,Homo sapiens,37.0,mesophile,50.67,55
Q9ULV0,Homo sapiens,37.0,mesophile,52.16,55
Q9ULV4,Homo sapiens,37.0,mesophile,53.375,55
Q9ULX3,Homo sapiens,37.0,mesophile,48.67,55
Q9ULX6,Homo sapiens,37.0,mesophile,47.88,55
Q9ULX9,Homo sapiens,37.0,mesophile,52.3,55
Q9ULZ3,Homo sapiens,37.0,mesophile,52.82,55
Q9UM13,Homo sapiens,37.0,mesophile,52.28,55
Q9UM54,Homo sapiens,37.0,mesophile,51.46,55
Q9UM82,Homo sapiens,37.0,mesophile,50.955,55
Q9UMN6,Homo sapiens,37.0,mesophile,53.675,55
Q9UMR2,Homo sapiens,37.0,mesophile,49.62,55
Q9UMS4,Homo sapiens,37.0,mesophile,57.71,55
Q9UMX0,Homo sapiens,37.0,mesophile,56.82,55
Q9UMX1,Homo sapiens,37.0,mesophile,52.01,55
Q9UMY4,Homo sapiens,37.0,mesophile,52.415,55
Q9UMZ2,Homo sapiens,37.0,mesophile,52.59,55
Q9UN36,Homo sapiens,37.0,mesophile,55.14,55
Q9UN37,Homo sapiens,37.0,mesophile,47.98,55
Q9UN86,Homo sapiens,37.0,mesophile,52.23,55
Q9UNA1,Homo sapiens,37.0,mesophile,47.135,55
Q9UNE7,Homo sapiens,37.0,mesophile,48.32,55
Q9UNF0,Homo sapiens,37.0,mesophile,49.32,55
Q9UNF1,Homo sapiens,37.0,mesophile,44.74,55
Q9UNH6,Homo sapiens,37.0,mesophile,49.55,55
Q9UNH7,Homo sapiens,37.0,mesophile,48.54,55
Q9UNI6,Homo sapiens,37.0,mesophile,50.035,55
Q9UNM6,Homo sapiens,37.0,mesophile,52.21,55
Q9UNN5,Homo sapiens,37.0,mesophile,55.5,55
Q9UNN8,Homo sapiens,37.0,mesophile,63.36,55
Q9UNP9,Homo sapiens,37.0,mesophile,53.56,55
Q9UNQ2,Homo sapiens,37.0,mesophile,52.22,55
Q9UNS1,Homo sapiens,37.0,mesophile,44.91,55
Q9UNS2,Homo sapiens,37.0,mesophile,56.605,55
Q9UNT1,Homo sapiens,37.0,mesophile,49.945,55
Q9UNW1,Homo sapiens,37.0,mesophile,58.01,55
Q9UNY4,Homo sapiens,37.0,mesophile,48.55,55
Q9UNZ2,Homo sapiens,37.0,mesophile,54.96,55
Q9UP83,Homo sapiens,37.0,mesophile,47.345,55
Q9UPM8,Homo sapiens,37.0,mesophile,49.845,55
Q9UPN7,Homo sapiens,37.0,mesophile,54.245,55
Q9UPN9,Homo sapiens,37.0,mesophile,49.76,55
Q9UPQ0,Homo sapiens,37.0,mesophile,51.94,55
Q9UPQ3,Homo sapiens,37.0,mesophile,56.27,55
Q9UPR0,Homo sapiens,37.0,mesophile,50.17,55
Q9UPR3,Homo sapiens,37.0,mesophile,50.015,55
Q9UPS8,Homo sapiens,37.0,mesophile,49.59,55
Q9UPT5,Homo sapiens,37.0,mesophile,49.4,55
Q9UPT9,Homo sapiens,37.0,mesophile,48.56,55
Q9UPU5,Homo sapiens,37.0,mesophile,50.665,55
Q9UPU7,Homo sapiens,37.0,mesophile,52.07,55
Q9UPW5,Homo sapiens,37.0,mesophile,51.84,55
Q9UPY3,Homo sapiens,37.0,mesophile,50.29,55
Q9UPY8,Homo sapiens,37.0,mesophile,51.95,55
Q9UPZ3,Homo sapiens,37.0,mesophile,47.47,55
Q9UQ13,Homo sapiens,37.0,mesophile,51.865,55
Q9UQ80,Homo sapiens,37.0,mesophile,49.54,55
Q9UQB8,Homo sapiens,37.0,mesophile,53.05,55
Q9UQC2,Homo sapiens,37.0,mesophile,47.91,55
Q9UQE7,Homo sapiens,37.0,mesophile,51.81,55
Q9UQR0,Homo sapiens,37.0,mesophile,46.49,55
Q9UQR1,Homo sapiens,37.0,mesophile,49.85,55
Q9Y217,Homo sapiens,37.0,mesophile,50.77,55
Q9Y223,Homo sapiens,37.0,mesophile,51.885,55
Q9Y224,Homo sapiens,37.0,mesophile,53.205,55
Q9Y230,Homo sapiens,37.0,mesophile,57.725,55
Q9Y237,Homo sapiens,37.0,mesophile,55.35,55
Q9Y243,Homo sapiens,37.0,mesophile,54.875,55
Q9Y244,Homo sapiens,37.0,mesophile,54.505,55
Q9Y248,Homo sapiens,37.0,mesophile,51.16,55
Q9Y259,Homo sapiens,37.0,mesophile,60.01,55
Q9Y262,Homo sapiens,37.0,mesophile,52.645,55
Q9Y263,Homo sapiens,37.0,mesophile,50.33,55
Q9Y265,Homo sapiens,37.0,mesophile,58.5,55
Q9Y266,Homo sapiens,37.0,mesophile,52.87,55
Q9Y281,Homo sapiens,37.0,mesophile,55.2,55
Q9Y285,Homo sapiens,37.0,mesophile,48.57,55
Q9Y294,Homo sapiens,37.0,mesophile,52.49,55
Q9Y295,Homo sapiens,37.0,mesophile,53.425,55
Q9Y296,Homo sapiens,37.0,mesophile,53.25,55
Q9Y2A7,Homo sapiens,37.0,mesophile,52.67,55
Q9Y2D4,Homo sapiens,37.0,mesophile,50.36,55
Q9Y2E4,Homo sapiens,37.0,mesophile,54.86,55
Q9Y2G2,Homo sapiens,37.0,mesophile,57.115,55
Q9Y2G5,Homo sapiens,37.0,mesophile,50.475,55
Q9Y2H0,Homo sapiens,37.0,mesophile,55.305,55
Q9Y2H1,Homo sapiens,37.0,mesophile,48.61,55
Q9Y2H2,Homo sapiens,37.0,mesophile,56.81,55
Q9Y2I1,Homo sapiens,37.0,mesophile,49.9,55
Q9Y2I7,Homo sapiens,37.0,mesophile,48.31,55
Q9Y2I8,Homo sapiens,37.0,mesophile,53.36,55
Q9Y2J4,Homo sapiens,37.0,mesophile,62.65,55
Q9Y2K1,Homo sapiens,37.0,mesophile,60.33,55
Q9Y2K7,Homo sapiens,37.0,mesophile,50.81,55
Q9Y2L1,Homo sapiens,37.0,mesophile,48.795,55
Q9Y2L9,Homo sapiens,37.0,mesophile,50.985,55
Q9Y2Q3,Homo sapiens,37.0,mesophile,50.645,55
Q9Y2Q5,Homo sapiens,37.0,mesophile,60.02,55
Q9Y2Q9,Homo sapiens,37.0,mesophile,52.595,55
Q9Y2R4,Homo sapiens,37.0,mesophile,47.095,55
Q9Y2R9,Homo sapiens,37.0,mesophile,50.51,55
Q9Y2S0,Homo sapiens,37.0,mesophile,48.505,55
Q9Y2S2,Homo sapiens,37.0,mesophile,52.43,55
Q9Y2S7,Homo sapiens,37.0,mesophile,51.25,55
Q9Y2T2,Homo sapiens,37.0,mesophile,51.735,55
Q9Y2U5,Homo sapiens,37.0,mesophile,52.13,55
Q9Y2U9,Homo sapiens,37.0,mesophile,50.11,55
Q9Y2V7,Homo sapiens,37.0,mesophile,47.74,55
Q9Y2X0,Homo sapiens,37.0,mesophile,52.05,55
Q9Y2X3,Homo sapiens,37.0,mesophile,53.03,55
Q9Y2X7,Homo sapiens,37.0,mesophile,50.625,55
Q9Y2Y9,Homo sapiens,37.0,mesophile,58.4,55
Q9Y2Z0,Homo sapiens,37.0,mesophile,54.61,55
Q9Y2Z4,Homo sapiens,37.0,mesophile,47.78,55
Q9Y303,Homo sapiens,37.0,mesophile,53.99,55
Q9Y305,Homo sapiens,37.0,mesophile,51.28,55
Q9Y312,Homo sapiens,37.0,mesophile,53.56,55
Q9Y314,Homo sapiens,37.0,mesophile,47.755,55
Q9Y315,Homo sapiens,37.0,mesophile,61.38,55
Q9Y316,Homo sapiens,37.0,mesophile,53.445,55
Q9Y333,Homo sapiens,37.0,mesophile,59.93,55
Q9Y371,Homo sapiens,37.0,mesophile,47.78,55
Q9Y376,Homo sapiens,37.0,mesophile,57.755,55
Q9Y383,Homo sapiens,37.0,mesophile,50.63,55
Q9Y399,Homo sapiens,37.0,mesophile,49.11,55
Q9Y3A3,Homo sapiens,37.0,mesophile,55.06,55
Q9Y3A5,Homo sapiens,37.0,mesophile,51.245,55
Q9Y3B4,Homo sapiens,37.0,mesophile,49.51,55
Q9Y3C4,Homo sapiens,37.0,mesophile,54.935,55
Q9Y3C6,Homo sapiens,37.0,mesophile,49.2,55
Q9Y3C8,Homo sapiens,37.0,mesophile,57.075,55
Q9Y3D0,Homo sapiens,37.0,mesophile,49.435,55
Q9Y3D6,Homo sapiens,37.0,mesophile,54.4,55
Q9Y3D8,Homo sapiens,37.0,mesophile,48.07,55
Q9Y3D9,Homo sapiens,37.0,mesophile,50.13,55
Q9Y3E7,Homo sapiens,37.0,mesophile,53.575,55
Q9Y3F4,Homo sapiens,37.0,mesophile,55.67,55
Q9Y3I0,Homo sapiens,37.0,mesophile,52.59,55
Q9Y3I1,Homo sapiens,37.0,mesophile,51.31,55
Q9Y3L3,Homo sapiens,37.0,mesophile,51.735,55
Q9Y3L5,Homo sapiens,37.0,mesophile,58.26,55
Q9Y3M8,Homo sapiens,37.0,mesophile,52.36,55
Q9Y3P9,Homo sapiens,37.0,mesophile,51.98,55
Q9Y3Q8,Homo sapiens,37.0,mesophile,51.45,55
Q9Y3R5,Homo sapiens,37.0,mesophile,52.09,55
Q9Y3T6,Homo sapiens,37.0,mesophile,50.39,55
Q9Y3U8,Homo sapiens,37.0,mesophile,58.955,55
Q9Y3V2,Homo sapiens,37.0,mesophile,52.27,55
Q9Y3Z3,Homo sapiens,37.0,mesophile,52.26,55
Q9Y450,Homo sapiens,37.0,mesophile,51.215,55
Q9Y490,Homo sapiens,37.0,mesophile,52.075,55
Q9Y496,Homo sapiens,37.0,mesophile,47.635,55
Q9Y4B4,Homo sapiens,37.0,mesophile,45.9,55
Q9Y4B6,Homo sapiens,37.0,mesophile,53.16,55
Q9Y4C1,Homo sapiens,37.0,mesophile,49.155,55
Q9Y4C2,Homo sapiens,37.0,mesophile,47.245,55
Q9Y4C4,Homo sapiens,37.0,mesophile,53.41,55
Q9Y4C8,Homo sapiens,37.0,mesophile,49.09,55
Q9Y4E6,Homo sapiens,37.0,mesophile,52.17,55
Q9Y4E8,Homo sapiens,37.0,mesophile,50.85,55
Q9Y4F1,Homo sapiens,37.0,mesophile,52.88,55
Q9Y4G6,Homo sapiens,37.0,mesophile,51.0,55
Q9Y4G8,Homo sapiens,37.0,mesophile,51.42,55
Q9Y4I1,Homo sapiens,37.0,mesophile,58.75,55
Q9Y4K3,Homo sapiens,37.0,mesophile,51.15,55
Q9Y4K4,Homo sapiens,37.0,mesophile,51.11,55
Q9Y4P1,Homo sapiens,37.0,mesophile,48.03,55
Q9Y4P8,Homo sapiens,37.0,mesophile,50.88,55
Q9Y4R8,Homo sapiens,37.0,mesophile,46.89,55
Q9Y4U1,Homo sapiens,37.0,mesophile,49.56,55
Q9Y4X5,Homo sapiens,37.0,mesophile,57.34,55
Q9Y4Z0,Homo sapiens,37.0,mesophile,62.14,55
Q9Y546,Homo sapiens,37.0,mesophile,49.19,55
Q9Y547,Homo sapiens,37.0,mesophile,54.9,55
Q9Y570,Homo sapiens,37.0,mesophile,53.65,55
Q9Y580,Homo sapiens,37.0,mesophile,50.51,55
Q9Y5A7,Homo sapiens,37.0,mesophile,50.78,55
Q9Y5A9,Homo sapiens,37.0,mesophile,51.525,55
Q9Y5B0,Homo sapiens,37.0,mesophile,48.62,55
Q9Y5B6,Homo sapiens,37.0,mesophile,47.195,55
Q9Y5B8,Homo sapiens,37.0,mesophile,48.1,55
Q9Y5B9,Homo sapiens,37.0,mesophile,48.6,55
Q9Y5J5,Homo sapiens,37.0,mesophile,47.68,55
Q9Y5K5,Homo sapiens,37.0,mesophile,50.86,55
Q9Y5K8,Homo sapiens,37.0,mesophile,59.76,55
Q9Y5L0,Homo sapiens,37.0,mesophile,52.55,55
Q9Y5L4,Homo sapiens,37.0,mesophile,56.81,55
Q9Y5N5,Homo sapiens,37.0,mesophile,54.39,55
Q9Y5P4,Homo sapiens,37.0,mesophile,50.8,55
Q9Y5P6,Homo sapiens,37.0,mesophile,54.47,55
Q9Y5Q8,Homo sapiens,37.0,mesophile,47.305,55
Q9Y5Q9,Homo sapiens,37.0,mesophile,45.87,55
Q9Y5R8,Homo sapiens,37.0,mesophile,52.48,55
Q9Y5S2,Homo sapiens,37.0,mesophile,50.91,55
Q9Y5S9,Homo sapiens,37.0,mesophile,54.17,55
Q9Y5T5,Homo sapiens,37.0,mesophile,45.85,55
Q9Y5X1,Homo sapiens,37.0,mesophile,49.855,55
Q9Y5X2,Homo sapiens,37.0,mesophile,58.18,55
Q9Y5X3,Homo sapiens,37.0,mesophile,50.875,55
Q9Y5Y2,Homo sapiens,37.0,mesophile,51.055,55
Q9Y5Z7,Homo sapiens,37.0,mesophile,50.74,55
Q9Y605,Homo sapiens,37.0,mesophile,50.48,55
Q9Y613,Homo sapiens,37.0,mesophile,47.935,55
Q9Y617,Homo sapiens,37.0,mesophile,58.595,55
Q9Y620,Homo sapiens,37.0,mesophile,45.89,55
Q9Y657,Homo sapiens,37.0,mesophile,51.92,55
Q9Y678,Homo sapiens,37.0,mesophile,53.03,55
Q9Y692,Homo sapiens,37.0,mesophile,51.445,55
Q9Y696,Homo sapiens,37.0,mesophile,53.28,55
Q9Y697,Homo sapiens,37.0,mesophile,53.505,55
Q9Y6A4,Homo sapiens,37.0,mesophile,52.835,55
Q9Y6B6,Homo sapiens,37.0,mesophile,53.56,55
Q9Y6B7,Homo sapiens,37.0,mesophile,49.54,55
Q9Y6D5,Homo sapiens,37.0,mesophile,49.69,55
Q9Y6D6,Homo sapiens,37.0,mesophile,50.18,55
Q9Y6D9,Homo sapiens,37.0,mesophile,47.67,55
Q9Y6E0,Homo sapiens,37.0,mesophile,51.775,55
Q9Y6G9,Homo sapiens,37.0,mesophile,52.56,55
Q9Y6I3,Homo sapiens,37.0,mesophile,51.77,55
Q9Y6J9,Homo sapiens,37.0,mesophile,50.33,55
Q9Y6K5,Homo sapiens,37.0,mesophile,49.55,55
Q9Y6N5,Homo sapiens,37.0,mesophile,52.07,55
Q9Y6N9,Homo sapiens,37.0,mesophile,52.28,55
Q9Y6Q6,Homo sapiens,37.0,mesophile,61.54,55
Q9Y6Q9,Homo sapiens,37.0,mesophile,48.77,55
Q9Y6R0,Homo sapiens,37.0,mesophile,53.16,55
Q9Y6V7,Homo sapiens,37.0,mesophile,51.205,55
Q9Y6W3,Homo sapiens,37.0,mesophile,50.15,55
Q9Y6W5,Homo sapiens,37.0,mesophile,54.77,55
Q9Y6X5,Homo sapiens,37.0,mesophile,59.45,55
Q9Y6X8,Homo sapiens,37.0,mesophile,50.76,55
Q9Y6X9,Homo sapiens,37.0,mesophile,47.68,55
Q9Y6Y0,Homo sapiens,37.0,mesophile,46.88,55
R4GMN1,Homo sapiens,37.0,mesophile,51.69,55
R4GMR5,Homo sapiens,37.0,mesophile,53.26,55
R4GMX3,Homo sapiens,37.0,mesophile,50.645,55
R4GN55,Homo sapiens,37.0,mesophile,52.8,55
R4GN62,Homo sapiens,37.0,mesophile,53.9,55
R4GNB2,Homo sapiens,37.0,mesophile,50.995,55
R4GND3,Homo sapiens,37.0,mesophile,47.21,55
R4GNH3,Homo sapiens,37.0,mesophile,52.52,55
R4GNH4,Homo sapiens,37.0,mesophile,54.54,55
A2RUS2,Homo sapiens,37.0,mesophile,49.61,55
A4D1U4,Homo sapiens,37.0,mesophile,55.805,55
A4D2B0,Homo sapiens,37.0,mesophile,55.65,55
A6NF51,Homo sapiens,37.0,mesophile,58.88,55
A6NJ97,Homo sapiens,37.0,mesophile,47.45,55
